row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Bill No:,RB-SAT-C007-04,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,2007/12/16,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,4128157.4,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,Electrical Wiring,point,4824.1,521.0,2513356.1,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,Door Frame,nos,1854,2007.0,3720978.0,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,1689.2,759.0,1282102.8,Verified,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Painting,sft,278,,,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,135695.9,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,77640.84,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,698767.5900000001,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
