row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Bill No:,RB-SAT-C006-04,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,2007/06/25,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,13667098.41,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,264.4,1179.0,311727.6,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,PKR 800,1680.0,1344336.0,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Excavation,cft,4510.7,1387.0,6256340.9,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,2981.4,2218.0,6612745.2,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
5,Door Frame,nos,2227.8,105.0,233919.0,Verified,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,987666.25,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,9140780.02,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,98766.62,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,888899.63,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
