row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Bill No:,RB-SAT-C001-05,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Date:,2006/12/01,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contract Value:,3365847.67,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,4064.9,702.0,2853559.8,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
2,PCC 1:4:8,cft,4586.5,,11291963.0,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
3,Plumbing Fixture,nos,,1150.0,1248670.0,Verified,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,1078.6,1847.0,1992174.2,Disputed,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
5,Painting,sft,2329.7,273.0,636008.1,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,199228.81,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,695047.47,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,19922.88,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,179305.93,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C001_RunBill_05.xlsx,contractor_bills,SATTI_MALL
