row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Bill No:,RB-SAT-C002-03,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,26/06/07,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,11985359.68,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Plumbing Fixture,nos,1052.6,1924.0,2025202.4,Verified,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Excavation,cft,619.7,1835.0,1137150.0,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,2337.6,2203.0,5149732.8,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,3158.1,535.0,1689583.5,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,PCC 1:4:8,cft,"2,039/-",135.0,275292.0,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,Flooring,sft,"4,809/-",2479.0,11921263.1,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1521505.72,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,7241062.0,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,152150.57,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1369355.15,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
