row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Bill No:,RB-SAT-C005-02,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,19/02/07,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,3532686.79,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,RCC M20,cft,833.6,1206.0,1005321.6,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,2405.6,836.0,2011081.6,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Window Frame,nos,PKR 782,1449.0,1133408.0,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Door Frame,nos,3291.8,641.0,2110043.8,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Plumbing Fixture,nos,3230.6,480.0,1550688.0,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,Excavation,cft,3280.4,2418.0,7932007.2,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
7,Plastering,sft,4776.4,2279.0,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,455272.01,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,2370729.98,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,45527.2,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,409744.81,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
