date,description,doc_no,credit,debit,balance,_source_file,_folder,_project
2017-07-01,Petrol,PC-673,,12576.0,26135.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-02,Security Tip,PC-599,,2337.0,23798.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-03,Photocopies,PC-898,,4687.0,19111.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-04,Phone Balance,PC-912,,5087.0,14024.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-05,Newspaper,PC-355,,7423.0,6601.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-06,Tea & Refreshment,PC-767,,6881.0,-280.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-07,Site Cleaning,PC-926,,11430.0,-11710.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-08,Water Supply,PC-318,,1048.0,-12758.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-09,Phone Balance,PC-248,,12464.0,-25222.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-10,Courier Charges,PC-227,,1767.0,-26989.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-11,Newspaper,PC-764,,2087.0,-29076.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-12,Phone Balance,PC-354,,12677.0,-41753.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-13,Misc Stationery,PC-891,,10066.0,-51819.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-14,Site Cleaning,PC-943,,13507.0,-65326.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-15,Small Tool Purchase,PC-958,,13291.0,-78617.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-16,Site Cleaning,PC-856,,10450.0,-89067.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-17,Postage,PC-913,,8483.0,-97550.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-18,Petrol,PC-257,,11245.0,-108795.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-19,Water Supply,PC-424,,4841.0,-113636.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-20,Misc Stationery,PC-192,,5146.0,-118782.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-21,Petrol,PC-622,2399.0,,-116383.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-22,Petrol,PC-926,,9690.0,-126073.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-23,Water Supply,PC-899,,12625.0,-138698.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-24,Security Tip,PC-520,,8652.0,-147350.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-25,Garbage Removal,PC-230,8660.0,,-138690.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-26,Petrol,PC-585,10688.0,,,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
2017-07-27,Courier Charges,PC-433,,8538.0,-136540.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
Closing Balance:,,,,,0.0,petty_cash\SATTI_APTS_PettyCash_Jul2017.xlsx,petty_cash,SATTI_APTS
