date,description,doc_no,credit,debit,balance,_source_file,_folder,_project
2011-10-01,Site Cleaning,PC-348,6325.0,,21300.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-02,Site Cleaning,PC-154,,5023.0,16277.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-03,Newspaper,PC-914,3781.0,,20058.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-04,Tea & Refreshment,PC-911,,1868.0,18190.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-05,Small Tool Purchase,PC-500,,13865.0,4325.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-06,Courier Charges,PC-995,,1325.0,3000.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-07,Water Supply,PC-614,,6914.0,-3914.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-08,Postage,PC-823,,11977.0,-15891.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-09,Rickshaw Fare,PC-543,13003.0,,-2888.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-10,Petrol,PC-339,,13089.0,-15977.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-11,Security Tip,PC-111,,2988.0,-18965.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-12,Rickshaw Fare,PC-423,,6060.0,-25025.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-13,Courier Charges,PC-588,,5098.0,-30123.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-14,Garbage Removal,PC-067,11667.0,,-18456.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-15,Tea & Refreshment,PC-622,,,-13578.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-16,Petrol,PC-208,,3868.0,-17446.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-17,Rickshaw Fare,PC-199,,5651.0,-23097.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-18,Rickshaw Fare,PC-123,,8196.0,-31293.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-19,Newspaper,PC-663,,6845.0,-38138.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-20,Phone Balance,PC-063,,11251.0,-49389.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
2011-10-21,Small Tool Purchase,PC-921,,9412.0,-58801.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
Closing Balance:,,,,,0.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2011.xlsx,petty_cash,SATTI_PLAZA
