date,description,doc_no,credit,debit,balance,_source_file,_folder,_project
2014-02-01,Photocopies,PC-701,14685.0,,33695.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-02,Garbage Removal,PC-714,,9656.0,24039.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-03,Tea & Refreshment,PC-484,,,23835.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-04,Photocopies,PC-967,,1464.0,22371.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-05,Photocopies,PC-252,,4333.0,18038.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-06,Photocopies,PC-241,,11632.0,6406.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-07,Postage,PC-529,,11741.0,-5335.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-08,Postage,PC-031,,,-12128.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-09,Tea & Refreshment,PC-814,,7981.0,-20109.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-10,Site Cleaning,PC-013,,1192.0,-21301.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-11,Tea & Refreshment,PC-049,3471.0,,-17830.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-12,Water Supply,PC-801,,5373.0,-23203.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-13,Postage,PC-347,,14865.0,-38068.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-14,Garbage Removal,PC-449,9355.0,,-28713.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-15,Photocopies,PC-457,,10222.0,-38935.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-16,Rickshaw Fare,PC-786,13687.0,,-25248.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-17,Small Tool Purchase,PC-277,,3544.0,-28792.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-18,Garbage Removal,PC-411,,10394.0,-39186.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
2014-02-19,Rickshaw Fare,PC-620,,3062.0,-42248.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
Closing Balance:,,,,,0.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2014.xlsx,petty_cash,SATTI_PLAZA
