date,description,doc_no,credit,debit,balance,_source_file,_folder,_project
2012-10-01,Photocopies,PC-813,9824.0,,53671.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-02,Tea & Refreshment,PC-904,,3436.0,50235.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-03,Emergency Repair,PC-613,,12253.0,37982.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-04,Emergency Repair,PC-999,12015.0,,,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-05,Petrol,PC-763,,13303.0,36694.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-06,Phone Balance,PC-865,,8984.0,27710.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-07,Small Tool Purchase,PC-327,,,24048.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-08,Emergency Repair,PC-951,8360.0,,32408.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-09,Newspaper,PC-171,,14560.0,17848.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-10,Garbage Removal,PC-756,,516.0,17332.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
2012-10-11,Phone Balance,PC-792,,13576.0,3756.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
Closing Balance:,,,,,3756.0,petty_cash\SATTI_PLAZA_PettyCash_Oct2012.xlsx,petty_cash,SATTI_PLAZA
