date,description,doc_no,credit,debit,balance,_source_file,_folder,_project
2012-02-01,Courier Charges,PC-125,,12322.0,30037.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-02,Postage,PC-908,1940.0,,31977.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-03,Rickshaw Fare,PC-865,,1206.0,30771.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-04,Security Tip,PC-202,,925.0,29846.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-05,Garbage Removal,PC-865,557.0,,30403.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-06,Security Tip,PC-508,,12385.0,18018.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-07,Petrol,PC-519,,2185.0,15833.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-08,Newspaper,PC-792,,6517.0,9316.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-09,Phone Balance,PC-208,,14469.0,-5153.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-10,Newspaper,PC-115,,12013.0,-17166.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-11,Security Tip,PC-124,,12276.0,-29442.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-12,Garbage Removal,PC-757,,12542.0,-41984.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-13,Photocopies,PC-361,,10119.0,-52103.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-14,Garbage Removal,PC-830,,11256.0,-63359.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-15,Small Tool Purchase,PC-134,8212.0,,-55147.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-16,Rickshaw Fare,PC-512,,6849.0,-61996.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-17,Newspaper,PC-695,,13942.0,-75938.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-18,Postage,PC-593,,5718.0,-81656.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-19,Security Tip,PC-083,,11641.0,-93297.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-20,Postage,PC-127,,6502.0,-99799.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
2012-02-21,Postage,PC-590,,8615.0,-108414.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
Closing Balance:,,,,,0.0,petty_cash\SATTI_PLAZA_PettyCash_Feb2012.xlsx,petty_cash,SATTI_PLAZA
