date,description,doc_no,credit,debit,balance,_source_file,_folder,_project
2012-12-01,Newspaper,PC-083,,,-350.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-02,Site Cleaning,PC-008,,10855.0,-11205.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-03,Site Cleaning,PC-007,,7535.0,-18740.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-04,Newspaper,PC-592,,8582.0,-27322.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-05,Petrol,PC-517,5328.0,,-21994.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-06,Garbage Removal,PC-012,,3718.0,-25712.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-07,Rickshaw Fare,PC-566,11761.0,,-13951.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-08,Postage,PC-341,13523.0,,-428.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-09,Water Supply,PC-336,,10678.0,-11106.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-10,Water Supply,PC-363,,3281.0,-14387.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-11,Petrol,PC-510,,583.0,-14970.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-12,Petrol,PC-235,,12139.0,-27109.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-13,Water Supply,PC-032,12832.0,,-14277.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-14,Photocopies,PC-243,,13603.0,-27880.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-15,Emergency Repair,PC-478,,7634.0,-35514.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-16,Security Tip,PC-695,,13276.0,-48790.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-17,Phone Balance,PC-065,7836.0,,-40954.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-18,Misc Stationery,PC-362,,8639.0,-49593.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-19,Garbage Removal,PC-143,,11287.0,-60880.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-20,Postage,PC-434,,4894.0,-65774.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-21,Rickshaw Fare,PC-621,,1241.0,-67015.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
2012-12-22,Small Tool Purchase,PC-516,,,-80500.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
Closing Balance:,,,,,0.0,petty_cash\SATTI_PLAZA_PettyCash_Dec2012.xlsx,petty_cash,SATTI_PLAZA
