row_no,item_code,description,qty,rate,amount,gst,total,_source_file,_folder,_project
"BILL/13/721   Metro Plumbing Supplies   February 21, 2007",,,,,,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
1,ENAMEL WH.,Oil Paint (White) 4Ltr,366.8,1778.0,652170.4,,652170.4,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
2,GLS-CLR6,Clear Glass 6,137.9,242.0,33371.8,5673.21,39045.01,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
3,ALM-WIN-4,"A.Win 4""",393,14324.0,5629332.0,956986.44,6586318.44,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
4,PLY-MR12,ply_mr_12mm,154/-,2447.0,377817.0,,377816.8,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
5,STL-RB-12,rebar 1/2 inch,314.7,139.0,43743.0,,43743.3,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
6,TOILET_STD,SAN-WC,262.1,12294.0,3222257.4,547783.76,3770041.16,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
7,TIL-CER-12,"Tile 12x12""",403.9,75.0,30292.5,5149.73,35442.23,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
,,,,,11504577.0,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
,,,,,,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
Prepared by:,ASIF,,,,,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL
